4.897122437546318707e+00,5.968868542701330604e+00,0.000000000000000000e+00
4.100153694257263837e+00,1.160297462033283722e+01,0.000000000000000000e+00
7.811017554325703216e+00,3.374625395289057028e+00,0.000000000000000000e+00
3.410466370516633816e+00,6.144327724385100886e+00,0.000000000000000000e+00
7.544267219167164029e+00,1.403085631495744501e+01,0.000000000000000000e+00
1.502848441419566328e+01,1.075518891821271694e+01,0.000000000000000000e+00
3.969379434494953340e+00,7.274909997086266955e+00,0.000000000000000000e+00
1.411669243347674296e+00,5.143014241569207279e+00,0.000000000000000000e+00
4.866024501497749455e+00,5.790934646418893550e+00,0.000000000000000000e+00
1.143786238456988968e+01,4.779731714443038015e+00,0.000000000000000000e+00
1.305205974797355495e+01,5.308150193102135539e+00,0.000000000000000000e+00
1.669349779171892756e+00,4.574276503998003562e+00,0.000000000000000000e+00
7.928476965859794667e+00,7.385999481011957357e+00,0.000000000000000000e+00
1.582917461372461254e+00,5.981671397653308908e+00,0.000000000000000000e+00
7.481734063637826893e+00,1.064681902171752981e+01,0.000000000000000000e+00
6.081912272301646993e+00,5.192447643770799814e+00,0.000000000000000000e+00
-1.314827144247725066e+00,1.508385632515255814e+00,0.000000000000000000e+00
1.115335765150983249e+01,3.663646783611714586e+00,0.000000000000000000e+00
6.742565637071869844e+00,-2.387140994020663598e+00,0.000000000000000000e+00
1.315413287559159805e+01,1.980286852108268825e+00,0.000000000000000000e+00
3.996590158194579523e+00,4.416920805875052203e+00,0.000000000000000000e+00
4.650624524179749031e+00,3.297328507396332320e+00,0.000000000000000000e+00
4.784115464923213601e+00,9.455423386897070515e+00,0.000000000000000000e+00
8.317898110110196086e+00,4.118569041948349607e+00,0.000000000000000000e+00
2.740928321797353906e+00,9.570881941385529501e+00,0.000000000000000000e+00
7.595807064344723969e+00,6.554902301500304063e+00,0.000000000000000000e+00
1.597619949646972337e+01,6.128241858987164115e+00,0.000000000000000000e+00
4.994387778202855621e+00,2.524454251449329334e+00,0.000000000000000000e+00
6.982714754509258270e+00,2.201254264536286698e+00,0.000000000000000000e+00
6.165227445193771416e+00,5.395614564102906741e+00,0.000000000000000000e+00
7.586028543299618399e+00,8.828604086498978987e+00,0.000000000000000000e+00
7.241745411866564730e+00,1.858523714437490426e+01,0.000000000000000000e+00
3.782514670120557643e+00,1.023273426656710505e+01,0.000000000000000000e+00
9.097731849923953007e+00,2.682893365423832055e+00,0.000000000000000000e+00
-3.188417972793908817e-01,1.111410537860871983e+01,0.000000000000000000e+00
5.540386019883486668e+00,1.370780648911266830e+00,0.000000000000000000e+00
1.066332321005229922e+01,1.012193738018031119e+01,0.000000000000000000e+00
2.333673907979974871e+00,6.468639825443620595e+00,0.000000000000000000e+00
7.925983256032306912e+00,5.906394553059763908e-01,0.000000000000000000e+00
3.042755691153743225e+00,4.452847195280456027e+00,0.000000000000000000e+00
3.004622519983018769e+00,2.071275446169768664e+00,0.000000000000000000e+00
4.033038624502394143e+00,1.409496106646057179e+00,0.000000000000000000e+00
6.179734191539347776e+00,9.490637349304492432e+00,0.000000000000000000e+00
-2.340319365850723088e+00,7.015970201700214126e+00,0.000000000000000000e+00
7.349332733141962670e+00,8.902276711871721204e+00,0.000000000000000000e+00
1.213542245894684868e+01,6.692599331383454420e+00,0.000000000000000000e+00
8.181977699315503116e+00,8.951072571417727275e+00,0.000000000000000000e+00
1.635102846120548570e+00,4.683765527664488282e+00,0.000000000000000000e+00
9.757290052640705369e+00,5.020696678238035560e+00,0.000000000000000000e+00
6.875247452386457070e-02,8.544085366858070074e+00,0.000000000000000000e+00
9.755602077734884858e+00,3.128205140160657649e+00,0.000000000000000000e+00
4.653422841512682595e+00,4.519554602467883875e+00,0.000000000000000000e+00
1.259171895641019034e+01,-1.408393946235993788e+00,0.000000000000000000e+00
1.078393038532480119e+01,1.143139399183775673e+01,0.000000000000000000e+00
1.118040570427497826e+01,4.854102200655126431e+00,0.000000000000000000e+00
-3.177844555633129175e-01,9.520556505609150122e+00,0.000000000000000000e+00
1.035994049706666686e+01,1.016819410981219285e+01,0.000000000000000000e+00
1.884350964332245582e+00,2.691732576435080571e+00,0.000000000000000000e+00
6.031394990504798770e+00,6.869056246665569354e+00,0.000000000000000000e+00
3.754814459211180289e+00,1.386125853802213648e+00,0.000000000000000000e+00
1.216335500796890123e+00,2.019075826443826660e+00,0.000000000000000000e+00
6.977677251175475881e+00,4.702587453757704594e+00,0.000000000000000000e+00
1.707021968990167693e+01,9.091826389368319994e+00,0.000000000000000000e+00
1.366348016404232979e+01,4.722636930532557287e+00,0.000000000000000000e+00
5.590938541158524622e+00,4.567255684276767091e+00,0.000000000000000000e+00
1.879865439385032921e+00,7.325953095063789000e+00,0.000000000000000000e+00
2.953428664541533966e+00,4.656213322959620982e+00,0.000000000000000000e+00
7.201909240593428407e+00,1.575132161470023107e+00,0.000000000000000000e+00
1.938315100883963638e+00,-1.034672260588296311e-01,0.000000000000000000e+00
6.764323168193968172e+00,3.479260755682061390e+00,0.000000000000000000e+00
4.918730738129710289e+00,2.023524463281657582e+00,0.000000000000000000e+00
1.428612947680736234e+01,6.636427961445097168e+00,0.000000000000000000e+00
1.820564238409944302e+00,1.042653262885323784e+01,0.000000000000000000e+00
4.657732300813899329e+00,4.345633522678019389e+00,0.000000000000000000e+00
1.686064175187480529e-01,1.023941766657565111e+01,0.000000000000000000e+00
4.707176489788796658e+00,5.864212608407827432e+00,0.000000000000000000e+00
1.264253187353030050e+00,7.506368888148347907e+00,0.000000000000000000e+00
1.092496460303975248e+01,1.056976683296806030e+01,0.000000000000000000e+00
1.401206268125929633e+01,1.197655347117017577e+01,0.000000000000000000e+00
9.216333110872115597e+00,7.661313384024312612e+00,0.000000000000000000e+00
8.797028364040770043e+00,2.604958128670729067e+00,0.000000000000000000e+00
9.331998493760771396e+00,6.420135189047335267e+00,0.000000000000000000e+00
-6.273224729355151297e-01,7.083908837632073130e+00,0.000000000000000000e+00
8.352847040116692767e+00,1.202579738639740903e+01,0.000000000000000000e+00
-4.187027530021657284e+00,7.724998167071647437e+00,0.000000000000000000e+00
7.423725583912256454e+00,8.541873951143315935e+00,0.000000000000000000e+00
-2.002244904308682294e+00,3.776692203640345635e+00,0.000000000000000000e+00
3.354824771262085559e+00,-3.398469807680145394e+00,0.000000000000000000e+00
5.607928153052644582e+00,4.031270635937998392e+00,0.000000000000000000e+00
